X,Y,month,day,ISI,temp,RH,wind,area,BUI,weekend
6,5,3,0,7.1,10.2,45,5.8,3.18,15.08895245777011,0
3,4,3,2,7.3,11.2,41,5.4,5.55,18.441575571716204,0
6,5,3,3,8.5,13.3,27,3.6,6.61,20.51535367794022,0
4,3,5,4,5.7,18.0,40,4.0,38.48,27.288338192419825,0
8,3,6,0,4.7,14.3,79,4.0,1.94,96.14881054042053,0
9,4,6,5,9.4,24.5,50,3.1,70.32,76.15078327371407,1
4,3,6,3,10.8,26.4,35,2.7,10.08,114.10433877125998,0
4,3,7,3,9.9,27.2,28,1.3,1.76,110.78832716810521,0
4,3,7,6,14.7,26.1,45,4.0,7.36,126.77283676937856,1
7,4,7,6,14.7,18.2,82,4.5,2.21,126.77283676937856,1
9,9,7,3,9.5,30.2,25,4.5,2.75,151.45153664302603,0
4,3,7,3,9.5,30.2,22,4.9,0.0,151.45153664302603,0
3,4,8,6,14.1,23.4,40,5.8,1.29,167.60503916306075,1
8,6,8,6,14.1,31.0,27,5.4,0.0,167.60503916306075,1
2,5,8,6,14.1,33.1,25,4.0,26.43,167.60503916306075,1
5,4,8,1,17.7,24.1,43,6.3,2.0,178.5090245555498,0
5,4,8,1,17.7,26.4,34,3.6,16.4,178.5090245555498,0
4,4,8,1,17.7,19.4,71,7.6,46.7,178.5090245555498,0
4,4,8,2,17.7,20.6,58,1.3,0.0,178.5090245555498,0
4,4,8,2,17.7,28.7,33,4.0,0.0,178.5090245555498,0
4,4,8,3,13.8,32.4,21,4.5,0.0,188.95169803804404,0
1,3,8,4,11.3,32.4,27,2.2,0.0,194.65059303908225,0
1,3,8,4,11.3,27.5,29,4.5,43.32,194.65059303908225,0
1,2,8,3,10.1,26.7,35,1.8,5.8,210.8401249566123,0
2,4,8,4,7.1,25.9,41,3.6,0.0,214.74366799162286,0
1,2,8,4,7.1,25.9,41,3.6,0.0,214.74366799162286,0
6,5,8,4,7.1,18.2,62,5.4,0.43,214.74366799162286,0
8,6,8,6,1.9,27.8,35,2.7,0.0,93.48986189385028,1
4,3,8,6,1.9,27.8,32,2.7,6.44,93.48986189385028,1
2,4,8,6,1.9,21.9,71,5.8,54.29,93.48986189385028,1
7,4,8,6,1.9,21.2,70,6.7,11.16,93.48986189385028,1
1,4,8,5,11.3,25.6,42,4.0,0.0,183.21159538634276,1
6,3,11,1,1.1,11.8,31,4.5,0.0,5.605954465849387,0
